BALTIC OPERATIONAL AND OCEANOGRAPHICAL SYSTEM (BOOS)
OCEANOGRAPHIC DATA
STATIONS

BOOSNR	= Station Number used in BOOS
PLATFORM	= Platform ID
STATION	= Station Name (Vessel Name)
LAT	= Latitude in decimal degress
LON	= Longitude in decimal degress
 
TYPE	= Station Type
where
FP	= Fixed Platform
TG	= Tide Gauge
MB	= Moored Buoy
FB	= Ferrybox/Vessel
GL	= Glider
CT	= CTD Profiles 
SF	= Lightship

DATUM	= Sea Level Reference Datum

OWNER/PROVIDER/PU = Station Owner / Data Provider / Production unit
where
BSH	=	1850	Federal Maritime and Hydrographic Agency	larissa.mueller@bsh.de
CTH	=	3506	Chalmers Technical University	guinnar.elgered@chalmers.se
DMI	=	469	Danish Meteorological Institute	vh@dmi.dk
DMU	=	3037	Danish Centre for Environment and Energy	las@dmu.dk
EMHI	=	872	Estonian Meteorological and Hydrological Institute	urmas.lips@phys.sea.ee
EPA	=	680	Environmental Protection Agency	aaa@aaa.am.lt
FISHSEC	=	991	Federal Research Centre for Fisheries	info@fishsec.org
FM	=	1217	Swedish Armed Forces	johanna.linders@smhi.se
FMI	=	1725	Finnish Meteorological Institute	pekka.alenius@fmi.fi
GBG	=	-	City of Gothenburg	johanna.linders@smhi.se
HZG	=	2842	Helmholtz-Zentrum Geesthacht	wilhelm.petersen@gkss.de
IMWM	=	193	Institute for Water Management	magdalena.kaminska@imgw.pl
IOPAS	=	195	Institute of Oceanology	wichor@iopan.gda.pl
IOW	=	116	Baltic Sea Research Institute Warnemünde	iowinfo@io-warnemuende.de
KDI	=	466	Danish Coastal Authority	cas@kyst.dk
KMRC	=	617	Kristineberg Marine Research Station	johanna.linders@smhi.se
LEGMA	=	892	Latvian Environment, Geology and Meteorology Agency	jurijs.siskins@lvgma.gov.lv
LHEI	=	698	Latvian Institute of Aquatic Ecology	anda.ikauniece@lhei.lv
LLUR	=	2537	State Office for Agriculture, Environment and Rural Areas of Schleswig Holstein	poststelle@llur.landsh.de
LNU	=	4812	Linnaeus University	johanna.linders@smhi.se
LUNG	=	993	State Agency for Environment, Nature and Geology, Mecklenburg-Vorpommern	poststelle@lung.mv-regierung.de
METNO	=	1212	Norwegian Meteorological Institute	bruce.hackett@met.no
MIG	=	1241	Maritime Institute Gdansk	anstas@im.gda.pl
MSI	=	713	Marine Systems Institute at Tallinn University of Technology	urmas.lips@msi.ttu.ee
NERI	=	729	National Environmental Research institute	las@dmu.dk
NIVA	=	1417	Norwegian Institute for Water research	pierre.jaccard@niva.no
NIOZ 	=	630	Royal Netherlands Institute for Sea Research	dmg@nioz.nl
NWAHEM	=	911	North-West Regional Administration for Hydrometeorology and Environmental Monitoring	gvi@meteo.nw.ru
RAS	=	685	P.P.Shirshov Institute of Oceanology	office@ocean.ru
RIHMI	=	681	All-Russia Research Institute of Hydrometeorological Information	nodc@meteo.ru
RUMS	=	2710	Federal Hydrometeorology and Environmental Monitoring Service	opnikitin@mail.ru
SMA	=	1215	Swedish Maritime Administration	lars.tornquist@sjofartsverket.se
SMF	=	618	Stockholm Research Centre	johanna.linders@smhi.se
SMHI	=	545	Swedish Meteorological and Hydrological Institute	johanna.linders@smhi.se
STE	=	1218	Stena Line	johanna.linders@smhi.se
SYKE	=	1104	Finnish Environmental Institute	seppo.kaitala@ymparisto.fi
UMF	=	622	Umea Research Centre	johanna.linders@smhi.se
UT	=	3138	University of Tartu	ivan.kuprijanov@ut.ee
WSA	=	2313	German Federal Waterways and Shipping Administration	larissa.mueller@bsh.de

PARAMETERS	= Parameters (myo_code) provided from each station. See MYO_PARAMETERS.txt for more information.


BOOSNR	PLATFORM	STATION	LAT	LON	TYPE	OWNER	PROVIDER	PU	wmo_platform_code	SLEV:time_sampling	SLEV:sea_level_datum	SLEV:processing_method	PARAMETERS
38030	BalticQueen	Baltic Queen	N/A	N/A	FB	MSI	MSI	SMHI	ESJJ	N/A	N/A	N/A	TIME LATX LONX DEPH FLU2 TEMP PSAL
38031	StenaSpirit	Stena Spirit	N/A	N/A	FB	IMWM	IMWM	SMHI	C6ZK8	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38032	StenaSassnitz	Stena Sassnitz	N/A	N/A	FB	STE	STE	SMHI	DQEJ	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38033	StenaDanica	Stena Danica	N/A	N/A	FB	STE	STE	SMHI	SKFH	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38034	StenaAdventurer	Stena Adventurer	N/A	N/A	FB	STE	STE	SMHI	VQLZ4	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38035	StenaBritannica	Stena Britannica	N/A	N/A	FB	STE	STE	SMHI	2DMO6	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38036	StenaEurope	Stena Europe	N/A	N/A	FB	STE	STE	SMHI	VSTA3	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38037	StenaFlavia	Stena Flavia	N/A	N/A	FB	STE	STE	SMHI	OWOD2	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38038	StenaGothica	Stena Gothica	N/A	N/A	FB	STE	STE	SMHI	SGLH	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38039	StenaHibernia	Stena Hibernia	N/A	N/A	FB	STE	STE	SMHI	2HBG6	N/A	N/A	N/A	TIME LATX LONX DEPH
38040	StenaHollandica	Stena Hollandica	N/A	N/A	FB	STE	STE	SMHI	PBMM	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38041	StenaJutlandica	Stena Jutlandica	N/A	N/A	FB	STE	STE	SMHI	SEAN	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38042	StenaMersey	Stena Mersey	N/A	N/A	FB	STE	STE	SMHI	2BPR6	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38043	StenaNautica	Stena Nautica	N/A	N/A	FB	STE	STE	SMHI	SGQU	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38044	StenaLagan	Stena Lagan	N/A	N/A	FB	STE	STE	SMHI	2BGR6	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38045	StenaSaga	Stena Saga	N/A	N/A	FB	STE	STE	SMHI	SLVH	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38046	StenaScandinavica	Stena Scandinavica	N/A	N/A	FB	STE	STE	SMHI	SJLB	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38047	StenaScotia	Stena Scotia	N/A	N/A	FB	STE	STE	SMHI	PFSN	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP
38048	StenaSuperfastVII	Stena Superfast VII	N/A	N/A	FB	STE	STE	SMHI	2EZR3	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38049	StenaSuperfastVIII	Stena Superfast VIII	N/A	N/A	FB	STE	STE	SMHI	2EZR4	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38050	StenaSuperfastX	Stena Superfast X	N/A	N/A	FB	STE	STE	SMHI	2IBK4	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38051	StenaTransit	Stena Transit	N/A	N/A	FB	STE	STE	SMHI	PHJU	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38052	StenaTransporter	Stena Transporter	N/A	N/A	FB	STE	STE	SMHI	PCIY	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38053	StenaVision	Stena Vision	N/A	N/A	FB	STE	STE	SMHI	SKPZ	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP HCDT HCSP WDIR WSPD
38054	Urd	Urd	N/A	N/A	FB	STE	STE	SMHI	OUYL2	N/A	N/A	N/A	TIME LATX LONX DEPH HCDT HCSP WDIR WSPD
38055	Tavastland	Tavastland	N/A	N/A	FB	SMHI	SMHI	SMHI	SKEC	N/A	N/A	N/A	TIME LATX LONX DEPH DRYT FLU2 PHYC TUR4 LGHT DOXY TEMP PSAL

38900	MIA	MIA	N/A	N/A	GL	MSI	MSI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL

33001	LasoOst	Läsö Ost	57.2167	11.5667	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD GSPD ATMP DRYT VHM0 VTZA VMDR VEMH VTPK TUR2 FLU2 TEMP PSAL HCDT HCSP
33002	HuvudskarOst	Huvudskär Ost	58.9333	19.1667	MB	FM	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD GSPD ATMP DRYT VHM0 VTZA VMDR VEMH VTPK TUR2 FLU2 TEMP PSAL HCDT HCSP
33003	FinngrundetWR	Finngrundet WR	60.9	18.6167	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33004	SodraOstersjon	Södra Östersjön	55.9167	18.7833	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33005	Vaderoarna	Vaderoarna	58.4833	10.9333	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD GSPD ATMP DRYT VHM0 VTZA VMDR VEMH VZMX VTPK TUR2 FLU2 TEMP PSAL HCDT HCSP
33008	Knollsgrund	Knolls grund	57.6167	17.6167	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33011	LasoOstWR	Läsö Ost WR	57.2167	11.5667	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33012	HuvudskarOstWR	Huvudskär Ost WR	58.9333	19.1667	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33015	VaderoarnaWR	Väderöarna WR	58.4833	10.9333	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP

33021	Norrbyn	Norrbyn	63.5	19.8083	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33022	Asko	Askö	58.802	17.6252	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33023	OlandOst	Öland Ost	56.9308	17.0607	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT TUR2 FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33024	Havstensfjord	Havstensfjord	58.3025	11.7533	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT TUR2 FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33025	Kristineberg	Kristineberg	58.2568	11.451	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT TUR2 FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33026	Koster	Koster	58.8833	11.0983	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT TUR2 FLU2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33027	Tangesund	Tångesund	58.0746	11.4925	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH WDIR WSPD ATMP DRYT TUR2 TUR4 DOX1 TEMP PSAL HCDT HCSP
33030	LysekilWR	Lysekil WR	58.1835	11.0153	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VEMH VZMX VTZA VTPK VPED TEMP
33031	HarsfjardenWR	Hårsfjärden WR	59.0363	18.1205	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VEMH VZMX VTPK VTZA VPED TEMP
33032	MysingenWR	Mysingen WR	59.0144	18.2253	MB	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VEMH VZMX VTPK VTZA VPED TEMP
33033	BrofjordenWR	Brofjorden WR	58.2667	11.25	MB	SMA	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH VHM0 VTZA VEMH VZMX VTPK VPED VPSP TEMP
33041	L9BS	L9 Bottensystem	56.5659	12.7249	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL DOX1 HCDT HCSP SVEL
33042	HanobuktenBS	Hanöbukten Bottensystem	55.8776	14.5401	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL DOX1 HCDT HCSP SVEL
33043	OlandSodraBS	Öland Södra Bottensystem	56.168	16.6344	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL DOX1 HCDT HCSP SVEL
33044	HavstensfjordBS	Havstensfjord Bottensystem	58.3025	11.7533	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL DOX1 HCDT HCSP SVEL
33045	Hanobukten2BS	Hanöbukten 2 Bottensystem	55.8646	14.5756	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL DOX1 HCDT HCSP SVEL
33046	Hanobukten3BS	Hanöbukten 3 Bottensystem	55.8777	14.5444	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL SVEL
33047	Flinten7BS	Flinten7 Bottensystem	55.5914	12.8443	FP	SMHI	SMHI	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH PRES TEMP PSAL SVEL

33050	Dalbosjon	Dalbosjön	58.894	12.919	MB	METNO	METNO	SMHI	N/A	N/A	N/A	N/A	TIME LATX LONX DEPH TEMP

33051	Kalix	Kalix	65.697	23.0962	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33052	Furuogrund	Furuögrund	64.9157	21.2306	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33053	Ratan	Ratan	63.9861	20.895	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33054	Skagsudde	Skagsudde	63.1905	19.0124	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33055	Spikarna	Spikarna	62.3632	17.5312	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33056	Forsmark	Forsmark	60.4085	18.2109	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV TEMP
33057	Stockholm	Stockholm	59.3243	18.0818	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33058	LandsortNorra	Landsort Norra	58.7688	17.8589	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV TEMP
33059	Marviken	Marviken	58.5537	16.8371	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV TEMP
33060	Visby	Visby	57.6393	18.2845	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33061	OlandsNorraUdde	Ölands norra udde	57.3662	17.0971	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33062	Oskarshamn	Oskarshamn	57.2749	16.4779	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33063	Kungsholmsfort	Kungsholmsfort	56.1052	15.5893	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV TEMP
33064	Simrishamn	Simrishamn	55.5576	14.3577	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33065	Skanor	Skanör	55.4168	12.8296	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33066	Klagshamn	Klagshamn	55.5223	12.8936	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33067	Barseback	Barsebäck	55.7565	12.9034	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33068	Viken	Viken	56.1421	12.5793	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33069	Ringhals	Ringhals	57.2498	12.1126	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33070	GoteborgTorshamnen	Göteborg-Torshamnen	57.6846	11.7907	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV TEMP
33071	Stenungsund	Stenungsund	58.0933	11.8325	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33072	Smogen	Smögen	58.3537	11.2178	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33073	Kungsvik	Kungsvik	58.9966	11.1274	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV

33074	Draghallan	Draghällan	62.3333	17.4667	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33075	Bjorn	Björn	60.6333	17.9667	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33076	Landsort1	Landsort	58.75	17.8667	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33077	Malmo	Malmö	55.6167	13	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33078	Ystad	Ystad	55.4167	13.8167	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33079	Varberg1	Varberg	57.1	12.2167	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33080	GoteborgKlippan	Göteborg-Klippan	57.6833	11.9	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV

33081	Uddevalla	Uddevalla mobil	58.3475	11.8948	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33082	Angelholm	Ängelholm mobil	56.298	12.7865	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
33083	Ahus	Åhus mobil	55.9284	14.3286	TG	SMHI	SMHI	SMHI	N/A	60	MSL	instantaneous values	TIME LATX LONX DEPH SLEV
